utterance_id,movie_title,language,sex,age,race,covered_face,multiple_faces,aggregated_emotions,transcript,movie_type,duration,split
17s13e5q0t_20,"DAVOS 2020 - Special address by Imran Khan, Prime Minister of Pakistan",EN,male,adult,other,no,no,neutral,Things started going wrong when,debate,00:00:02.84,train
17s13e5q0t_21,"DAVOS 2020 - Special address by Imran Khan, Prime Minister of Pakistan",EN,male,adult,other,no,no,neutral,"Military groups that were created pakistan was required to disarm them so we went through this process 70,000 pakistanis died in it",debate,00:00:10.00,train
17s13e5q0t_24,"DAVOS 2020 - Special address by Imran Khan, Prime Minister of Pakistan",EN,male,adult,other,no,no,neutral,"Ease tensions between saudi arabia and iran, also try to between the united states and iran",debate,00:00:09.88,train
17s13e5q0t_25,"DAVOS 2020 - Special address by Imran Khan, Prime Minister of Pakistan",EN,male,adult,other,no,no,neutral,Pakistan is partnering the united states,debate,00:00:03.08,test
17s13e5q0t_26,"DAVOS 2020 - Special address by Imran Khan, Prime Minister of Pakistan",EN,male,adult,other,no,no,neutral,The biggest carantical deficit the biggest fiscal deficit the almost,debate,00:00:07.00,train
17s13e5q0t_28,"DAVOS 2020 - Special address by Imran Khan, Prime Minister of Pakistan",EN,male,adult,other,no,no,neutral,But we have gone through this very tough period.,debate,00:00:03.20,train
17s13e5q0t_3,"DAVOS 2020 - Special address by Imran Khan, Prime Minister of Pakistan",EN,male,adult,white,no,no,neutral,Despite spiralling challenges on the economic and geopolitical front,debate,00:00:05.00,test
17s13e5q0t_30,"DAVOS 2020 - Special address by Imran Khan, Prime Minister of Pakistan",EN,male,adult,other,no,no,neutral,"It was economic growth, the idea is now",debate,00:00:03.00,train
17s13e5q0t_31,"DAVOS 2020 - Special address by Imran Khan, Prime Minister of Pakistan",EN,male,adult,other,no,no,happiness,Happy to say that in one year according to the world bank that index of ease of doing business pakistan went up 28 points in the ease of doing business,debate,00:00:09.88,valid
17s13e5q0t_32,"DAVOS 2020 - Special address by Imran Khan, Prime Minister of Pakistan",EN,male,adult,other,no,no,neutral,A huge amount of money for startups.,debate,00:00:02.88,train
17s13e5q0t_33,"DAVOS 2020 - Special address by Imran Khan, Prime Minister of Pakistan",EN,male,adult,other,no,no,neutral,Advantages pakistan have number one is a mineral wealth,debate,00:00:04.00,valid
17s13e5q0t_34,"DAVOS 2020 - Special address by Imran Khan, Prime Minister of Pakistan",EN,male,adult,other,no,no,neutral,The most precious gold and copper reserves,debate,00:00:04.00,valid
17s13e5q0t_35,"DAVOS 2020 - Special address by Imran Khan, Prime Minister of Pakistan",EN,male,adult,other,no,no,neutral,"We also have one of the largest gold reserves we have rare earth minerals, we have unexplored gas reserves.",debate,00:00:08.40,valid
17s13e5q0t_36,"DAVOS 2020 - Special address by Imran Khan, Prime Minister of Pakistan",EN,male,adult,other,no,no,neutral,Mixed strikes very quickly,debate,00:00:02.12,valid
17s13e5q0t_37,"DAVOS 2020 - Special address by Imran Khan, Prime Minister of Pakistan",EN,male,adult,other,no,no,neutral,Probably one of the most fortunate positions in the world,debate,00:00:04.00,train
17s13e5q0t_38,"DAVOS 2020 - Special address by Imran Khan, Prime Minister of Pakistan",EN,male,adult,other,no,no,neutral,Pakistan and indian relationship becomes normal,debate,00:00:04.32,train
17s13e5q0t_4,"DAVOS 2020 - Special address by Imran Khan, Prime Minister of Pakistan",EN,male,adult,white,no,no,neutral,Instead of using the economic crisis,debate,00:00:02.32,train
17s13e5q0t_40,"DAVOS 2020 - Special address by Imran Khan, Prime Minister of Pakistan",EN,male,adult,other,no,no,neutral,It's one of the biggest reasons that we have not been able to fulfill our potential as a country,debate,00:00:05.00,train
17s13e5q0t_41,"DAVOS 2020 - Special address by Imran Khan, Prime Minister of Pakistan",EN,male,adult,white,no,no,neutral,For your country also very impressive without any manuscript so eloquent laying out your wishes,debate,00:00:10.24,train
17s13e5q0t_42,"DAVOS 2020 - Special address by Imran Khan, Prime Minister of Pakistan",EN,male,adult,white,no,no,neutral,To pakistan increased with 70%,debate,00:00:05.00,valid
17s13e5q0t_43,"DAVOS 2020 - Special address by Imran Khan, Prime Minister of Pakistan",EN,male,adult,white,no,no,neutral,I think also the energy supply is much more predictable,debate,00:00:04.36,valid
17s13e5q0t_44,"DAVOS 2020 - Special address by Imran Khan, Prime Minister of Pakistan",EN,male,adult,white,no,no,neutral,"What is your interpretation of this increase in fdis, do you want more fdis and are you pretty sure that you're going to be able to keep the security situation at this level and also further.",debate,00:00:14.64,train
17s13e5q0t_46,"DAVOS 2020 - Special address by Imran Khan, Prime Minister of Pakistan",EN,male,adult,other,no,no,neutral,Since 9/11 and after when pakistan participated in the us war on terror,debate,00:00:08.84,train
17s13e5q0t_47,"DAVOS 2020 - Special address by Imran Khan, Prime Minister of Pakistan",EN,male,adult,other,no,no,neutral,The the situation security situation deteriorated and for a time,debate,00:00:06.52,valid
17s13e5q0t_48,"DAVOS 2020 - Special address by Imran Khan, Prime Minister of Pakistan",EN,male,adult,other,no,no,neutral,You know there were bomb blast going on and there was no question of foreign investment coming in there were foreign advisories from various countries,debate,00:00:09.96,test
17s13e5q0t_5,"DAVOS 2020 - Special address by Imran Khan, Prime Minister of Pakistan",EN,male,adult,white,no,no,neutral,Before is the testaments to the remarkabne resilience of its peoples,debate,00:00:06.00,test
17s13e5q0t_52,"DAVOS 2020 - Special address by Imran Khan, Prime Minister of Pakistan",EN,male,adult,white,no,no,neutral,"Maybe i'm at least one of the few norwegians that have visited up in the <?> valley, it's beautiful",debate,00:00:06.20,train
17s13e5q0t_53,"DAVOS 2020 - Special address by Imran Khan, Prime Minister of Pakistan",EN,male,adult,white,no,no,neutral,You see tourism also in these areas where the pakistani taliban used to to run and you're not concerned that the pakistani talibans can come back and you pretty sure that this is on on safe footing,debate,00:00:17.44,valid
17s13e5q0t_54,"DAVOS 2020 - Special address by Imran Khan, Prime Minister of Pakistan",EN,male,adult,other,no,no,neutral,"Thanks to them there is hardly any terrorism, i mean you have the odd problem but you know.",debate,00:00:05.24,test
17s13e5q0t_55,"DAVOS 2020 - Special address by Imran Khan, Prime Minister of Pakistan",EN,male,adult,white,no,no,neutral,Mister prime minister optimistic that they can be,debate,00:00:03.00,train
17s13e5q0t_57,"DAVOS 2020 - Special address by Imran Khan, Prime Minister of Pakistan",EN,male,adult,white,no,no,neutral,Because so much has happened since then so i've,debate,00:00:03.52,test
17s13e5q0t_58,"DAVOS 2020 - Special address by Imran Khan, Prime Minister of Pakistan",EN,male,adult,white,no,no,neutral,But the most important thing right now and it's not going to be easy but it is the only option,debate,00:00:05.32,test
17s13e5q0t_6,"DAVOS 2020 - Special address by Imran Khan, Prime Minister of Pakistan",EN,male,adult,white,no,no,happiness,Based on this it is my great honor mr prime minister to welcome your here,debate,00:00:06.32,train
17s13e5q0t_60,"DAVOS 2020 - Special address by Imran Khan, Prime Minister of Pakistan",EN,male,adult,white,no,no,neutral,Saudis and the iranians deescalating and trying to establish dialogues,debate,00:00:06.36,train
17s13e5q0t_61,"DAVOS 2020 - Special address by Imran Khan, Prime Minister of Pakistan",EN,male,adult,white,no,no,neutral,To have pretty good relations,debate,00:00:02.24,test
17s13e5q0t_62,"DAVOS 2020 - Special address by Imran Khan, Prime Minister of Pakistan",EN,male,adult,white,no,no,neutral,This middle east being at an inflection point and there is no way back and there are those that are more optimistic that there will be,debate,00:00:08.96,train
17s13e5q0t_63,"DAVOS 2020 - Special address by Imran Khan, Prime Minister of Pakistan",EN,male,adult,white,no,no,neutral,Short-term medium-term optimistic on the escalation or is this something that really keeps you up at night,debate,00:00:10.24,train
17s13e5q0t_66,"DAVOS 2020 - Special address by Imran Khan, Prime Minister of Pakistan",EN,male,adult,other,no,no,neutral,You can start a conflict you don't know when it will finish and then it has unintended consequences,debate,00:00:07.00,train
17s13e5q0t_67,"DAVOS 2020 - Special address by Imran Khan, Prime Minister of Pakistan",EN,male,adult,other,no,no,neutral,It's only a matter of few weeks,debate,00:00:01.60,train
17s13e5q0t_68,"DAVOS 2020 - Special address by Imran Khan, Prime Minister of Pakistan",EN,male,adult,other,no,no,neutral,"You know finally we realized we had made a mistake and us in afghanistan, i mean 18, 19 years of this war, and what trillion dollars down the drain.",debate,00:00:12.52,train
17s13e5q0t_69,"DAVOS 2020 - Special address by Imran Khan, Prime Minister of Pakistan",EN,male,adult,other,no,no,neutral,And the worst thing that could happen is.,debate,00:00:03.12,train
17s13e5q0t_7,"DAVOS 2020 - Special address by Imran Khan, Prime Minister of Pakistan",EN,male,adult,other,no,no,neutral,"To world leaders, business leaders, media people.",debate,00:00:07.40,test
17s13e5q0t_70,"DAVOS 2020 - Special address by Imran Khan, Prime Minister of Pakistan",EN,male,adult,other,no,no,neutral,It will be a disaster,debate,00:00:01.28,train
17s13e5q0t_71,"DAVOS 2020 - Special address by Imran Khan, Prime Minister of Pakistan",EN,male,adult,other,no,no,neutral,"Suddenly everything will be offset, it'll cause poverty in the world and god knows how long it will go on so",debate,00:00:08.00,train
17s13e5q0t_72,"DAVOS 2020 - Special address by Imran Khan, Prime Minister of Pakistan",EN,male,adult,other,no,no,happiness,You didn't say anything,debate,00:00:01.72,train
17s13e5q0t_74,"DAVOS 2020 - Special address by Imran Khan, Prime Minister of Pakistan",EN,male,adult,other,no,no,happiness,He didn't see anything.,debate,00:00:01.84,train
17s13e5q0t_75,"DAVOS 2020 - Special address by Imran Khan, Prime Minister of Pakistan",EN,male,adult,white,no,no,neutral,The more domestic opportunities and challenges in your country this accelerator that we have agreed on on scales and upskilling and re-skilling between the world economic forum and pakistan i think there is a huge potential,debate,00:00:16.00,train
17s13e5q0t_76,"DAVOS 2020 - Special address by Imran Khan, Prime Minister of Pakistan",EN,male,adult,white,no,no,neutral,The youth bulge the youth of pakistan is a huge opportunity,debate,00:00:04.68,train
17s13e5q0t_77,"DAVOS 2020 - Special address by Imran Khan, Prime Minister of Pakistan",EN,male,adult,white,no,no,neutral,Fortunately how important do you think education is in this context and hold you look at the national,debate,00:00:08.00,train
17s13e5q0t_79,"DAVOS 2020 - Special address by Imran Khan, Prime Minister of Pakistan",EN,male,adult,other,no,no,neutral,"We lost our way, one was ill-conceived",debate,00:00:03.52,train
17s13e5q0t_80,"DAVOS 2020 - Special address by Imran Khan, Prime Minister of Pakistan",EN,male,adult,other,no,no,neutral,We could have you know done what china did they created wealth and then they used the wealth to lift the bottom tier of the population,debate,00:00:10.00,train
17s13e5q0t_81,"DAVOS 2020 - Special address by Imran Khan, Prime Minister of Pakistan",EN,male,adult,other,no,no,neutral,Because the rich got richer it didn't mean that we should have stopped you know this industrialization by nationalization,debate,00:00:08.64,train
17s13e5q0t_86,"DAVOS 2020 - Special address by Imran Khan, Prime Minister of Pakistan",EN,male,adult,other,no,no,neutral,Change the the flaws of education system by synthesizing it,debate,00:00:05.28,train
17s13e5q0t_87,"DAVOS 2020 - Special address by Imran Khan, Prime Minister of Pakistan",EN,male,adult,white,no,no,neutral,Thank you very uch prime minister i see the time is out i'd like to,debate,00:00:04.00,valid
17s13e5q0t_9,"DAVOS 2020 - Special address by Imran Khan, Prime Minister of Pakistan",EN,male,adult,other,no,no,surprise,I have no idea what a welfare state was,debate,00:00:03.52,train
17s13e5q0t_91,"DAVOS 2020 - Special address by Imran Khan, Prime Minister of Pakistan",EN,male,adult,other,no,no,happiness,Hopefully this year the economy is stabilized,debate,00:00:04.00,train
1ctzvcwof5_0,I'm just an ordinary guy' - 2021 Nobelist David Card,EN,male,adult,white,no,no,happiness,"Guys are actually, you know, made, you know, really important contributions, and were, those tree were very interesting people, you know that you would love to listen to them or hang out with them, have a beer with them and things like that.",interview,00:00:17.93,train
